Mod:Item:MetaData, Localized Name
StorageDrawersBop:trim:2, Dark Trim
StorageDrawersBop:trim:3, Fir Trim
StorageDrawersBop:trim:4, Ethereal Trim
StorageDrawersBop:trim:5, Magic Trim
StorageDrawersBop:trim:6, Mangrove Trim
StorageDrawersBop:trim:7, Palm Trim
StorageDrawersBop:trim:8, Redwood Trim
StorageDrawersBop:trim:9, Willow Trim
StorageDrawersBop:trim:11, Pine Trim
StorageDrawersBop:trim:12, Hell Bark Trim
StorageDrawersBop:trim:13, Jacaranda Trim
StorageDrawersBop:trim:14, Mahogany Trim
StorageDrawersMisc:fullDrawers1_0:0, Redwood Drawer
StorageDrawersMisc:fullDrawers1_0:1, Fir Drawer
StorageDrawersMisc:fullDrawers1_0:2, Acacia Drawer
StorageDrawersMisc:fullDrawers1_0:3, Cypress Drawer
StorageDrawersMisc:fullDrawers1_0:4, Japanese Maple Drawer
StorageDrawersMisc:fullDrawers1_0:5, Rainbow Eucalyptus Drawer
StorageDrawersMisc:fullDrawers1_0:6, Autumn Drawer
StorageDrawersMisc:fullDrawers1_0:7, Bald Cypress Drawer
StorageDrawersMisc:fullDrawers1_0:8, Sakura Drawer
StorageDrawersMisc:fullDrawers1_1:0, Yellow Drawer
StorageDrawersMisc:fullDrawers1_1:1, White Drawer
StorageDrawersMisc:fullDrawers1_1:2, Red Drawer
StorageDrawersMisc:fullDrawers1_1:3, Grey Drawer
StorageDrawersMisc:fullDrawers1_1:4, Greatwood Drawer
StorageDrawersMisc:fullDrawers1_1:5, Silverwood Drawer
StorageDrawersMisc:fullDrawers1_1:6, Rowan Drawer
StorageDrawersMisc:fullDrawers1_1:7, Alder Drawer
StorageDrawersMisc:fullDrawers1_1:8, Hawthorn Drawer
StorageDrawersMisc:fullDrawers1_1:9, Treated Wood Drawer
StorageDrawersMisc:fullDrawers1_1:10, Livingwood Drawer
StorageDrawersMisc:fullDrawers1_1:11, Dreamwood Drawer
StorageDrawersMisc:fullDrawers2_0:0, Redwood Drawers 1x2
StorageDrawersMisc:fullDrawers2_0:1, Fir Drawers 1x2
StorageDrawersMisc:fullDrawers2_0:2, Acacia Drawers 1x2
StorageDrawersMisc:fullDrawers2_0:3, Cypress Drawers 1x2
StorageDrawersMisc:fullDrawers2_0:4, Japanese Maple Drawers 1x2
StorageDrawersMisc:fullDrawers2_0:5, Rainbow Eucalyptus Drawers 1x2
StorageDrawersMisc:fullDrawers2_0:6, Autumn Drawers 1x2
StorageDrawersMisc:fullDrawers2_0:7, Bald Cypress Drawers 1x2
StorageDrawersMisc:fullDrawers2_0:8, Sakura Drawers 1x2
StorageDrawersMisc:fullDrawers2_1:0, Yellow Drawers 1x2
StorageDrawersMisc:fullDrawers2_1:1, White Drawers 1x2
StorageDrawersMisc:fullDrawers2_1:2, Red Drawers 1x2
StorageDrawersMisc:fullDrawers2_1:3, Grey Drawers 1x2
StorageDrawersMisc:fullDrawers2_1:4, Greatwood Drawers 1x2
StorageDrawersMisc:fullDrawers2_1:5, Silverwood Drawers 1x2
StorageDrawersMisc:fullDrawers2_1:6, Rowan Drawers 1x2
StorageDrawersMisc:fullDrawers2_1:7, Alder Drawers 1x2
StorageDrawersMisc:fullDrawers2_1:8, Hawthorn Drawers 1x2
StorageDrawersMisc:fullDrawers2_1:9, Treated Wood Drawers 1x2
StorageDrawersMisc:fullDrawers2_1:10, Livingwood Drawers 1x2
StorageDrawersMisc:fullDrawers2_1:11, Dreamwood Drawers 1x2
StorageDrawersMisc:fullDrawers4_0:0, Redwood Drawers 2x2
StorageDrawersMisc:fullDrawers4_0:1, Fir Drawers 2x2
StorageDrawersMisc:fullDrawers4_0:2, Acacia Drawers 2x2
StorageDrawersMisc:fullDrawers4_0:3, Cypress Drawers 2x2
StorageDrawersMisc:fullDrawers4_0:4, Japanese Maple Drawers 2x2
StorageDrawersMisc:fullDrawers4_0:5, Rainbow Eucalyptus Drawers 2x2
StorageDrawersMisc:fullDrawers4_0:6, Autumn Drawers 2x2
StorageDrawersMisc:fullDrawers4_0:7, Bald Cypress Drawers 2x2
StorageDrawersMisc:fullDrawers4_0:8, Sakura Drawers 2x2
StorageDrawersMisc:fullDrawers4_1:0, Yellow Drawers 2x2
StorageDrawersMisc:fullDrawers4_1:1, White Drawers 2x2
StorageDrawersMisc:fullDrawers4_1:2, Red Drawers 2x2
StorageDrawersMisc:fullDrawers4_1:3, Grey Drawers 2x2
StorageDrawersMisc:fullDrawers4_1:4, Greatwood Drawers 2x2
StorageDrawersMisc:fullDrawers4_1:5, Silverwood Drawers 2x2
StorageDrawersMisc:fullDrawers4_1:6, Rowan Drawers 2x2
StorageDrawersMisc:fullDrawers4_1:7, Alder Drawers 2x2
StorageDrawersMisc:fullDrawers4_1:8, Hawthorn Drawers 2x2
StorageDrawersMisc:fullDrawers4_1:9, Treated Wood Drawers 2x2
StorageDrawersMisc:fullDrawers4_1:10, Livingwood Drawers 2x2
StorageDrawersMisc:fullDrawers4_1:11, Dreamwood Drawers 2x2
StorageDrawersMisc:halfDrawers2_0:0, Compact Redwood Drawers 1x2
StorageDrawersMisc:halfDrawers2_0:1, Compact Fir Drawers 1x2
StorageDrawersMisc:halfDrawers2_0:2, Compact Acacia Drawers 1x2
StorageDrawersMisc:halfDrawers2_0:3, Compact Cypress Drawers 1x2
StorageDrawersMisc:halfDrawers2_0:4, Compact Japanese Maple Drawers 1x2
StorageDrawersMisc:halfDrawers2_0:5, Compact Rainbow Eucalyptus Drawers 1x2
StorageDrawersMisc:halfDrawers2_0:6, Compact Autumn Drawers 1x2
StorageDrawersMisc:halfDrawers2_0:7, Compact Bald Cypress Drawers 1x2
StorageDrawersMisc:halfDrawers2_0:8, Compact Sakura Drawers 1x2
StorageDrawersMisc:halfDrawers2_1:0, Compact Yellow Drawers 1x2
StorageDrawersMisc:halfDrawers2_1:1, Compact White Drawers 1x2
StorageDrawersMisc:halfDrawers2_1:2, Compact Red Drawers 1x2
StorageDrawersMisc:halfDrawers2_1:3, Compact Grey Drawers 1x2
StorageDrawersMisc:halfDrawers2_1:4, Compact Greatwood Drawers 1x2
StorageDrawersMisc:halfDrawers2_1:5, Compact Silverwood Drawers 1x2
StorageDrawersMisc:halfDrawers2_1:6, Compact Rowan Drawers 1x2
StorageDrawersMisc:halfDrawers2_1:7, Compact Alder Drawers 1x2
StorageDrawersMisc:halfDrawers2_1:8, Compact Hawthorn Drawers 1x2
StorageDrawersMisc:halfDrawers2_1:9, Compact Treated Wood Drawers 1x2
StorageDrawersMisc:halfDrawers2_1:10, Compact Livingwood Drawers 1x2
StorageDrawersMisc:halfDrawers2_1:11, Compact Dreamwood Drawers 1x2
StorageDrawersMisc:halfDrawers4_0:0, Compact Redwood Drawers 2x2
StorageDrawersMisc:halfDrawers4_0:1, Compact Fir Drawers 2x2
StorageDrawersMisc:halfDrawers4_0:2, Compact Acacia Drawers 2x2
StorageDrawersMisc:halfDrawers4_0:3, Compact Cypress Drawers 2x2
StorageDrawersMisc:halfDrawers4_0:4, Compact Japanese Maple Drawers 2x2
StorageDrawersMisc:halfDrawers4_0:5, Compact Rainbow Eucalyptus Drawers 2x2
StorageDrawersMisc:halfDrawers4_0:6, Compact Autumn Drawers 2x2
StorageDrawersMisc:halfDrawers4_0:7, Compact Bald Cypress Drawers 2x2
StorageDrawersMisc:halfDrawers4_0:8, Compact Sakura Drawers 2x2
StorageDrawersMisc:halfDrawers4_1:0, Compact Yellow Drawers 2x2
StorageDrawersMisc:halfDrawers4_1:1, Compact White Drawers 2x2
StorageDrawersMisc:halfDrawers4_1:2, Compact Red Drawers 2x2
StorageDrawersMisc:halfDrawers4_1:3, Compact Grey Drawers 2x2
StorageDrawersMisc:halfDrawers4_1:4, Compact Greatwood Drawers 2x2
StorageDrawersMisc:halfDrawers4_1:5, Compact Silverwood Drawers 2x2
StorageDrawersMisc:halfDrawers4_1:6, Compact Rowan Drawers 2x2
StorageDrawersMisc:halfDrawers4_1:7, Compact Alder Drawers 2x2
StorageDrawersMisc:halfDrawers4_1:8, Compact Hawthorn Drawers 2x2
StorageDrawersMisc:halfDrawers4_1:9, Compact Treated Wood Drawers 2x2
StorageDrawersMisc:halfDrawers4_1:10, Compact Livingwood Drawers 2x2
StorageDrawersMisc:halfDrawers4_1:11, Compact Dreamwood Drawers 2x2
StorageDrawersMisc:trim_0:0, Redwood Trim
StorageDrawersMisc:trim_0:1, Fir Trim
StorageDrawersMisc:trim_0:2, Acacia Trim
StorageDrawersMisc:trim_0:3, Cypress Trim
StorageDrawersMisc:trim_0:4, Japanese Maple Trim
StorageDrawersMisc:trim_0:5, Rainbow Eucalyptus Trim
StorageDrawersMisc:trim_0:6, Autumn Trim
StorageDrawersMisc:trim_0:7, Bald Cypress Trim
StorageDrawersMisc:trim_0:8, Sakura Trim
StorageDrawersMisc:trim_1:0, Yellow Trim
StorageDrawersMisc:trim_1:1, White Trim
StorageDrawersMisc:trim_1:2, Red Trim
StorageDrawersMisc:trim_1:3, Grey Trim
StorageDrawersMisc:trim_1:4, Greatwood Trim
StorageDrawersMisc:trim_1:5, Silverwood Trim
StorageDrawersMisc:trim_1:6, Rowan Trim
StorageDrawersMisc:trim_1:7, Alder Trim
StorageDrawersMisc:trim_1:8, Hawthorn Trim
StorageDrawersMisc:trim_1:9, Treated Wood Trim
StorageDrawersMisc:trim_1:10, Livingwood Trim
StorageDrawersMisc:trim_1:11, Dreamwood Trim
StorageDrawersForestry:fullDrawers1A:0, Larch Drawer
StorageDrawersForestry:fullDrawers1A:1, Teak Drawer
StorageDrawersForestry:fullDrawers1A:2, Acacia Drawer
StorageDrawersForestry:fullDrawers1A:3, Lime Drawer
StorageDrawersForestry:fullDrawers1A:4, Chestnut Drawer
StorageDrawersForestry:fullDrawers1A:5, Wenge Drawer
StorageDrawersForestry:fullDrawers1A:6, Baobab Drawer
StorageDrawersForestry:fullDrawers1A:7, Sequoia Drawer
StorageDrawersForestry:fullDrawers1A:8, Kapok Drawer
StorageDrawersForestry:fullDrawers1A:9, Ebony Drawer
StorageDrawersForestry:fullDrawers1A:10, Mahogany Drawer
StorageDrawersForestry:fullDrawers1A:11, Balsa Drawer
StorageDrawersForestry:fullDrawers1A:12, Willow Drawer
StorageDrawersForestry:fullDrawers1A:13, Walnut Drawer
StorageDrawersForestry:fullDrawers1A:14, Greenheart Drawer
StorageDrawersForestry:fullDrawers1A:15, Cherry Drawer
StorageDrawersForestry:fullDrawers1B:0, Mahoe Drawer
StorageDrawersForestry:fullDrawers1B:1, Poplar Drawer
StorageDrawersForestry:fullDrawers1B:2, Palm Drawer
StorageDrawersForestry:fullDrawers1B:3, Papaya Drawer
StorageDrawersForestry:fullDrawers1B:4, Pine Drawer
StorageDrawersForestry:fullDrawers1B:5, Plum Drawer
StorageDrawersForestry:fullDrawers1B:6, Maple Drawer
StorageDrawersForestry:fullDrawers1B:7, Citrus Drawer
StorageDrawersForestry:fullDrawers1B:8, Giant Sequoia Drawer
StorageDrawersForestry:fullDrawers1B:9, Ipe Drawer
StorageDrawersForestry:fullDrawers1B:10, Padauk Drawer
StorageDrawersForestry:fullDrawers1B:11, Cocobolo Drawer
StorageDrawersForestry:fullDrawers1B:12, Zebrawood Drawer
StorageDrawersForestry:fullDrawers2A:0, Larch Drawers 1x2
StorageDrawersForestry:fullDrawers2A:1, Teak Drawers 1x2
StorageDrawersForestry:fullDrawers2A:2, Acacia Drawers 1x2
StorageDrawersForestry:fullDrawers2A:3, Lime Drawers 1x2
StorageDrawersForestry:fullDrawers2A:4, Chestnut Drawers 1x2
StorageDrawersForestry:fullDrawers2A:5, Wenge Drawers 1x2
StorageDrawersForestry:fullDrawers2A:6, Baobab Drawers 1x2
StorageDrawersForestry:fullDrawers2A:7, Sequoia Drawers 1x2
StorageDrawersForestry:fullDrawers2A:8, Kapok Drawers 1x2
StorageDrawersForestry:fullDrawers2A:9, Ebony Drawers 1x2
StorageDrawersForestry:fullDrawers2A:10, Mahogany Drawers 1x2
StorageDrawersForestry:fullDrawers2A:11, Balsa Drawers 1x2
StorageDrawersForestry:fullDrawers2A:12, Willow Drawers 1x2
StorageDrawersForestry:fullDrawers2A:13, Walnut Drawers 1x2
StorageDrawersForestry:fullDrawers2A:14, Greenheart Drawers 1x2
StorageDrawersForestry:fullDrawers2A:15, Cherry Drawers 1x2
StorageDrawersForestry:fullDrawers2B:0, Mahoe Drawers 1x2
StorageDrawersForestry:fullDrawers2B:1, Poplar Drawers 1x2
StorageDrawersForestry:fullDrawers2B:2, Palm Drawers 1x2
StorageDrawersForestry:fullDrawers2B:3, Papaya Drawers 1x2
StorageDrawersForestry:fullDrawers2B:4, Pine Drawers 1x2
StorageDrawersForestry:fullDrawers2B:5, Plum Drawers 1x2
StorageDrawersForestry:fullDrawers2B:6, Maple Drawers 1x2
StorageDrawersForestry:fullDrawers2B:7, Citrus Drawers 1x2
StorageDrawersForestry:fullDrawers2B:8, Giant Sequoia Drawers 1x2
StorageDrawersForestry:fullDrawers2B:9, Ipe Drawers 1x2
StorageDrawersForestry:fullDrawers2B:10, Padauk Drawers 1x2
StorageDrawersForestry:fullDrawers2B:11, Cocobolo Drawers 1x2
StorageDrawersForestry:fullDrawers2B:12, Zebrawood Drawers 1x2
StorageDrawersForestry:fullDrawers4A:0, Larch Drawers 2x2
StorageDrawersForestry:fullDrawers4A:1, Teak Drawers 2x2
StorageDrawersForestry:fullDrawers4A:2, Acacia Drawers 2x2
StorageDrawersForestry:fullDrawers4A:3, Lime Drawers 2x2
StorageDrawersForestry:fullDrawers4A:4, Chestnut Drawers 2x2
StorageDrawersForestry:fullDrawers4A:5, Wenge Drawers 2x2
StorageDrawersForestry:fullDrawers4A:6, Baobab Drawers 2x2
StorageDrawersForestry:fullDrawers4A:7, Sequoia Drawers 2x2
StorageDrawersForestry:fullDrawers4A:8, Kapok Drawers 2x2
StorageDrawersForestry:fullDrawers4A:9, Ebony Drawers 2x2
StorageDrawersForestry:fullDrawers4A:10, Mahogany Drawers 2x2
StorageDrawersForestry:fullDrawers4A:11, Balsa Drawers 2x2
StorageDrawersForestry:fullDrawers4A:12, Willow Drawers 2x2
StorageDrawersForestry:fullDrawers4A:13, Walnut Drawers 2x2
StorageDrawersForestry:fullDrawers4A:14, Greenheart Drawers 2x2
StorageDrawersForestry:fullDrawers4A:15, Cherry Drawers 2x2
StorageDrawersForestry:fullDrawers4B:0, Mahoe Drawers 2x2
StorageDrawersForestry:fullDrawers4B:1, Poplar Drawers 2x2
StorageDrawersForestry:fullDrawers4B:2, Palm Drawers 2x2
StorageDrawersForestry:fullDrawers4B:3, Papaya Drawers 2x2
StorageDrawersForestry:fullDrawers4B:4, Pine Drawers 2x2
StorageDrawersForestry:fullDrawers4B:5, Plum Drawers 2x2
StorageDrawersForestry:fullDrawers4B:6, Maple Drawers 2x2
StorageDrawersForestry:fullDrawers4B:7, Citrus Drawers 2x2
StorageDrawersForestry:fullDrawers4B:8, Giant Sequoia Drawers 2x2
StorageDrawersForestry:fullDrawers4B:9, Ipe Drawers 2x2
StorageDrawersForestry:fullDrawers4B:10, Padauk Drawers 2x2
StorageDrawersForestry:fullDrawers4B:11, Cocobolo Drawers 2x2
StorageDrawersForestry:fullDrawers4B:12, Zebrawood Drawers 2x2
StorageDrawersForestry:halfDrawers2A:0, Compact Larch Drawers 1x2
StorageDrawersForestry:halfDrawers2A:1, Compact Teak Drawers 1x2
StorageDrawersForestry:halfDrawers2A:2, Compact Acacia Drawers 1x2
StorageDrawersForestry:halfDrawers2A:3, Compact Lime Drawers 1x2
StorageDrawersForestry:halfDrawers2A:4, Compact Chestnut Drawers 1x2
StorageDrawersForestry:halfDrawers2A:5, Compact Wenge Drawers 1x2
StorageDrawersForestry:halfDrawers2A:6, Compact Baobab Drawers 1x2
StorageDrawersForestry:halfDrawers2A:7, Compact Sequoia Drawers 1x2
StorageDrawersForestry:halfDrawers2A:8, Compact Kapok Drawers 1x2
StorageDrawersForestry:halfDrawers2A:9, Compact Ebony Drawers 1x2
StorageDrawersForestry:halfDrawers2A:10, Compact Mahogany Drawers 1x2
StorageDrawersForestry:halfDrawers2A:11, Compact Balsa Drawers 1x2
StorageDrawersForestry:halfDrawers2A:12, Compact Willow Drawers 1x2
StorageDrawersForestry:halfDrawers2A:13, Compact Walnut Drawers 1x2
StorageDrawersForestry:halfDrawers2A:14, Compact Greenheart Drawers 1x2
StorageDrawersForestry:halfDrawers2A:15, Compact Cherry Drawers 1x2
StorageDrawersForestry:halfDrawers2B:0, Compact Mahoe Drawers 1x2
StorageDrawersForestry:halfDrawers2B:1, Compact Poplar Drawers 1x2
StorageDrawersForestry:halfDrawers2B:2, Compact Palm Drawers 1x2
StorageDrawersForestry:halfDrawers2B:3, Compact Papaya Drawers 1x2
StorageDrawersForestry:halfDrawers2B:4, Compact Pine Drawers 1x2
StorageDrawersForestry:halfDrawers2B:5, Compact Plum Drawers 1x2
StorageDrawersForestry:halfDrawers2B:6, Compact Maple Drawers 1x2
StorageDrawersForestry:halfDrawers2B:7, Compact Citrus Drawers 1x2
StorageDrawersForestry:halfDrawers2B:8, Compact Giant Sequoia Drawers 1x2
StorageDrawersForestry:halfDrawers2B:9, Compact Ipe Drawers 1x2
StorageDrawersForestry:halfDrawers2B:10, Compact Padauk Drawers 1x2
StorageDrawersForestry:halfDrawers2B:11, Compact Cocobolo Drawers 1x2
StorageDrawersForestry:halfDrawers2B:12, Compact Zebrawood Drawers 1x2
StorageDrawersForestry:halfDrawers4A:0, Compact Larch Drawers 2x2
StorageDrawersForestry:halfDrawers4A:1, Compact Teak Drawers 2x2
StorageDrawersForestry:halfDrawers4A:2, Compact Acacia Drawers 2x2
StorageDrawersForestry:halfDrawers4A:3, Compact Lime Drawers 2x2
StorageDrawersForestry:halfDrawers4A:4, Compact Chestnut Drawers 2x2
StorageDrawersForestry:halfDrawers4A:5, Compact Wenge Drawers 2x2
StorageDrawersForestry:halfDrawers4A:6, Compact Baobab Drawers 2x2
StorageDrawersForestry:halfDrawers4A:7, Compact Sequoia Drawers 2x2
StorageDrawersForestry:halfDrawers4A:8, Compact Kapok Drawers 2x2
StorageDrawersForestry:halfDrawers4A:9, Compact Ebony Drawers 2x2
StorageDrawersForestry:halfDrawers4A:10, Compact Mahogany Drawers 2x2
StorageDrawersForestry:halfDrawers4A:11, Compact Balsa Drawers 2x2
StorageDrawersForestry:halfDrawers4A:12, Compact Willow Drawers 2x2
StorageDrawersForestry:halfDrawers4A:13, Compact Walnut Drawers 2x2
StorageDrawersForestry:halfDrawers4A:14, Compact Greenheart Drawers 2x2
StorageDrawersForestry:halfDrawers4A:15, Compact Cherry Drawers 2x2
StorageDrawersForestry:halfDrawers4B:0, Compact Mahoe Drawers 2x2
StorageDrawersForestry:halfDrawers4B:1, Compact Poplar Drawers 2x2
StorageDrawersForestry:halfDrawers4B:2, Compact Palm Drawers 2x2
StorageDrawersForestry:halfDrawers4B:3, Compact Papaya Drawers 2x2
StorageDrawersForestry:halfDrawers4B:4, Compact Pine Drawers 2x2
StorageDrawersForestry:halfDrawers4B:5, Compact Plum Drawers 2x2
StorageDrawersForestry:halfDrawers4B:6, Compact Maple Drawers 2x2
StorageDrawersForestry:halfDrawers4B:7, Compact Citrus Drawers 2x2
StorageDrawersForestry:halfDrawers4B:8, Compact Giant Sequoia Drawers 2x2
StorageDrawersForestry:halfDrawers4B:9, Compact Ipe Drawers 2x2
StorageDrawersForestry:halfDrawers4B:10, Compact Padauk Drawers 2x2
StorageDrawersForestry:halfDrawers4B:11, Compact Cocobolo Drawers 2x2
StorageDrawersForestry:halfDrawers4B:12, Compact Zebrawood Drawers 2x2
StorageDrawersForestry:trimA:0, Larch Trim
StorageDrawersForestry:trimA:1, Teak Trim
StorageDrawersForestry:trimA:2, Acacia Trim
StorageDrawersForestry:trimA:3, Lime Trim
StorageDrawersForestry:trimA:4, Chestnut Trim
StorageDrawersForestry:trimA:5, Wenge Trim
StorageDrawersForestry:trimA:6, Baobab Trim
StorageDrawersForestry:trimA:7, Sequoia Trim
StorageDrawersForestry:trimA:8, Kapok Trim
StorageDrawersForestry:trimA:9, Ebony Trim
StorageDrawersForestry:trimA:10, Mahogany Trim
StorageDrawersForestry:trimA:11, Balsa Trim
StorageDrawersForestry:trimA:12, Willow Trim
StorageDrawersForestry:trimA:13, Walnut Trim
StorageDrawersForestry:trimA:14, Greenheart Trim
StorageDrawersForestry:trimA:15, Cherry Trim
StorageDrawersForestry:trimB:0, Mahoe Trim
StorageDrawersForestry:trimB:1, Poplar Trim
StorageDrawersForestry:trimB:2, Palm Trim
StorageDrawersForestry:trimB:3, Papaya Trim
StorageDrawersForestry:trimB:4, Pine Trim
StorageDrawersForestry:trimB:5, Plum Trim
StorageDrawersForestry:trimB:6, Maple Trim
StorageDrawersForestry:trimB:7, Citrus Trim
StorageDrawersForestry:trimB:8, Giant Sequoia Trim
StorageDrawersForestry:trimB:9, Ipe Trim
StorageDrawersForestry:trimB:10, Padauk Trim
StorageDrawersForestry:trimB:11, Cocobolo Trim
StorageDrawersForestry:trimB:12, Zebrawood Trim
StorageDrawersNatura:fullDrawers1:0, Eucalyptus Drawer
StorageDrawersNatura:fullDrawers1:1, Sakura Drawer
StorageDrawersNatura:fullDrawers1:2, Ghostwood Drawer
StorageDrawersNatura:fullDrawers1:3, Redwood Drawer
